cp_id,cp_state,district_id,address_en,address2_en,address_tc,address2_tc,address_sc,address2_sc,lat,lgt,waste_type,legend,accessibilty_notes,contact_en,contact_tc,contact_sc,openhour_en,openhour_tc,openhour_sc
6597,Accepted,Sha_Tin,Wai Wah Centre,,偉華中心,,伟华中心,,22.380839,114.187207,"Clothes,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries,Small Electrical and Electronic Equipment","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6598,Accepted,Yuen_Long,Tin Chung Court,"3 Tin Wing Road, Tin Shui Wai",天頌苑,天水圍天榮路3號,天颂苑,天水围天荣路3号,22.461329,113.999301,"Clothes,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries,Small Electrical and Electronic Equipment","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6599,Accepted,Tsuen_Wan,Tsuen Wan Centre Phase 1,87-105 Tsuen King Circuit,荃灣中心一期,荃景圍荃景圍87-105號,荃湾中心一期,荃景围荃景围87-105号,22.378540,114.107968,"Beverage Cartons,Clothes,Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6600,Accepted,Central_Western,Manhattan Avenue,,Manhattan Avenue,,Manhattan Avenue,,22.284647,114.151238,"Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6601,Accepted,Kowloon_City,Ellery Terrace,"38 Good Shepherd Street, Ho Man Tin",雅利德樺臺,何文田牧愛街38號,雅利德桦台,何文田牧爱街38号,22.316500,114.178921,"Beverage Cartons,Clothes,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6602,Accepted,Kowloon_City,The Crescent,"11 Homantin Hill Road, Homantin",仁禮花園,何文田何文田山道11號,仁礼花园,何文田何文田山道11号,22.316068,114.176278,"Beverage Cartons,Clothes,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6603,Accepted,Kowloon_City,Homing Terrace,,浩明雅苑,,浩明雅苑,,22.320849,114.190024,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6604,Accepted,Sha_Tin,Greenview Garden,,愉景花園,,愉景花园,,22.370258,114.184134,"Clothes,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries,Small Electrical and Electronic Equipment","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6605,Accepted,Eastern,Arden Court,,雅苑,,雅苑,,22.287128,114.196069,"Metals,Paper,Plastics,Rechargeable Batteries,Small Electrical and Electronic Equipment","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6606,Accepted,Eastern,"Dragon Court, Dragon Terrace",,金龍臺金龍大廈,,金龙台金龙大厦,,22.281688,114.193298,"Clothes,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries,Small Electrical and Electronic Equipment","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6607,Accepted,Eastern,Bedford Gardens,,百福花園,,百福花园,,22.289733,114.204556,"Clothes,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6608,Accepted,Central_Western,Winsome Park,"42 Conduit Road, Mid-Levels, Hong Kong",匯豪閣,西半山干德道42號,汇豪阁,西半山干德道42号,22.280562,114.149550,"Clothes,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries,Small Electrical and Electronic Equipment","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6609,Accepted,Central_Western,Scenic Heights,,富景花園,,富景花园,,22.281830,114.147521,"Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6610,Accepted,Wan_Chai,Jardines Lookout Garden Mansion,,渣甸山花園大廈,,渣甸山花园大厦,,22.268916,114.189805,"Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6611,Accepted,Wan_Chai,Pearl City Mansion,,珠城大廈,,珠城大厦,,22.281037,114.186007,"Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6612,Accepted,North,Union Plaza,"9 Wo Muk Road, Fanling",海聯廣場,粉嶺和睦路9號,海联广场,粉岭和睦路9号,22.500297,114.141621,"Beverage Cartons,Clothes,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries,Small Electrical and Electronic Equipment","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6613,Accepted,Sha_Tin,Kam Ying Court (Phase 1),"9 Kam Ying Road, Ma On Shan",錦英苑(一期),馬鞍山錦英路9號,锦英苑(一期),马鞍山锦英路9号,22.423394,114.237930,"Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6614,Accepted,Central_Western,Rhenish Mansion,"84 Bonham Road, Mid-Levels West",禮賢樓,西半山般咸道84號,礼贤楼,西半山般咸道84号,22.284035,114.140994,"Beverage Cartons,Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries,Small Electrical and Electronic Equipment","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6615,Accepted,Kowloon_City,The Dahfuldy,,大夫第,,大夫第,,22.314503,114.175860,"Fluorescent Lamp,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6616,Accepted,Kowloon_City,Greenfield Terrace,,嘉輝臺,,嘉辉台,,22.313514,114.176583,"Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6617,Accepted,Kowloon_City,Wing On Court,,永安臺,,永安台,,22.314271,114.176731,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6618,Accepted,Kowloon_City,Fairland Gardens,,俊慧園,,俊慧园,,22.316903,114.177450,"Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6619,Accepted,Sai_Kung,Razor Park,"30 Razor Hill Road, Clearwater Bay",寶珊苑,清水灣碧翠路30號,宝珊苑,清水湾碧翠路30号,22.337123,114.248311,"Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6620,Accepted,Sha_Tin,Kwong Lam Court,,廣林苑,,广林苑,,22.380476,114.215880,"Clothes,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries,Small Electrical and Electronic Equipment","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6621,Accepted,Tsuen_Wan,Tsuen Wan Centre Phase 2,86-102 Tsuen King Circuit,荃灣中心二期,荃景圍荃景圍86-102號,荃湾中心二期,荃景围荃景围86-102号,22.379011,114.108119,"Beverage Cartons,Clothes,Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6622,Accepted,Eastern,Kornhill,"31-45 Hong Yue Street, Kornhill , Quarry Bay",康怡花園,鰂魚涌康山康愉街31-45號,康怡花园,鲗鱼涌康山康愉街31-45号,22.282776,114.216486,"Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6623,Accepted,Eastern,Mount Parker Lodge,,康景花園,,康景花园,,22.281836,114.212933,"Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries,Small Electrical and Electronic Equipment","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6624,Accepted,Sham_Shui_Po,Lai Kwan Court,,麗群閣,,丽群阁,,22.340445,114.154075,"Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6625,Accepted,Sham_Shui_Po,Po Wing Building(Yee Kuk Street),,寶榮大廈(醫局街),,宝荣大厦(医局街),,22.329519,114.157981,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6626,Accepted,Wong_Tai_Sin,Hilltop Gardens,,海港花園,,海港花园,,22.342075,114.211893,"Clothes,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6627,Accepted,Central_Western,Ying Wa Court,,英華閣,,英华阁,,22.284877,114.142655,"Fluorescent Lamp,Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6628,Accepted,Central_Western,Euston Court,,豫苑,,豫苑,,22.284552,114.145019,"Clothes,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries,Small Electrical and Electronic Equipment","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6629,Accepted,Sai_Kung,Marina Cove,"380 Hiram's Highway, Pak Sha Wan",匡湖居,白沙灣西貢公路380號,匡湖居,白沙湾西贡公路380号,22.356919,114.252618,"Beverage Cartons,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6630,Accepted,Sham_Shui_Po,City Regalia,,嘉裕居,,嘉裕居,,22.328852,114.159427,"Fluorescent Lamp,Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6631,Accepted,Sham_Shui_Po,Oceanic View,,悅海軒,,悦海轩,,22.326841,114.160069,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6632,Accepted,Kwun_Tong,Belleve Garden,,碧麗苑,,碧丽苑,,22.318055,114.218926,"Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6633,Accepted,Kwun_Tong,Connie Towers,,康麗園,,康丽园,,22.319135,114.222700,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6634,Accepted,Kwun_Tong,Hamden Court,,康濤閣,,康涛阁,,22.319711,114.223082,"Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6635,Accepted,Eastern,Flora Garden,,富麗園,,富丽园,,22.286751,114.197705,"Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6636,Accepted,Eastern,Hanking Court,,恆景園,,恒景园,,22.287245,114.196781,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6637,Accepted,Sha_Tin,Shatin Park Stage 2,,花園城二期,,花园城二期,,22.381136,114.196327,"Clothes,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6638,Accepted,Sha_Tin,Scenery Court,"1 Sha Tin Centre Street, Sha Tin",蔚景園,沙田沙田正街1號,蔚景园,沙田沙田正街1号,22.379532,114.186428,"Beverage Cartons,Clothes,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6639,Accepted,Sai_Kung,Sai Kung Garden,,西貢花園,,西贡花园,,22.382271,114.271498,"Fluorescent Lamp,Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6640,Accepted,Sai_Kung,Lakeside Garden,,翠塘花園,,翠塘花园,,22.379460,114.269580,"Clothes,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries,Small Electrical and Electronic Equipment","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6641,Accepted,Sham_Shui_Po,Asia Mansion,,亞洲大樓,,亚洲大楼,,22.326341,114.168723,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6642,Accepted,Central_Western,Piccadilly Mansion,"6 Po Shan Road, Mid-Levels West",碧苑大廈,西半山寶珊道6號,碧苑大厦,西半山宝珊道6号,22.279660,114.140024,"Beverage Cartons,Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6643,Accepted,Central_Western,Kellett Heights,"61 Mount Kellett Road, The Peak",嘉利別墅,山頂加列山道61號,嘉利别墅,山顶加列山道61号,22.263169,114.147872,"Beverage Cartons,Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6644,Accepted,Central_Western,Hong Villa,,峰景花園,,峰景花园,,22.272857,114.164763,"Fluorescent Lamp,Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6645,Accepted,Central_Western,Guildford Garden,,喬園,,乔园,,22.266934,114.162555,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6646,Accepted,Wan_Chai,Le Cachet,,嘉逸軒,,嘉逸轩,,22.267625,114.187171,"Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6647,Accepted,Southern,Circle Lodge,,環翠園,,环翠园,,22.237453,114.191635,"Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6648,Accepted,Wan_Chai,Monmouth Villa,3 Monmouth Terrace,萬茂苑,萬茂臺3號,万茂苑,万茂台3号,22.275570,114.167949,"Beverage Cartons,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6649,Accepted,Wan_Chai,Caroline Garden,,加路連花園,,加路连花园,,22.275646,114.185883,"Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6650,Accepted,Central_Western,Skyline Mansion Block 2,,年豐園第二期,,年丰园第二期,,22.281512,114.142367,"Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6651,Accepted,Central_Western,Park Mansions,,百年順大廈,,百年顺大厦,,22.275845,114.157283,"Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6652,Accepted,Central_Western,The Harbourview,"11 Magazine Gap Road, Mid-Level",港景別墅,中半山馬己仙峽道11號,港景别墅,中半山马己仙峡道11号,22.272985,114.160552,"Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6653,Accepted,Central_Western,Stewart Terrace,"81-95 Peak Road, The Peak",史超域台,山頂山頂道81-95號,史超域台,山顶山顶道81-95号,22.265198,114.154338,"Beverage Cartons,Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6654,Accepted,Southern,The Regalis,"21 Crown Terrace, Pokfulam",帝鑾閣,薄扶林冠冕臺21號,帝銮阁,薄扶林冠冕台21号,22.269871,114.126504,"Beverage Cartons,Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6655,Accepted,Central_Western,Yale Lodge,,怡廬,,怡庐,,22.276208,114.159403,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6656,Accepted,Central_Western,Villa Veneto,"No. 3 Kotewall Road, Mid-levels West",威都閣,西半山旭龢道3號,威都阁,西半山旭龢道3号,22.282195,114.143819,"Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6657,Accepted,Southern,Bayview,,Bayview,,Bayview,,22.258550,114.189350,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6658,Accepted,Tsuen_Wan,Greenview Terrace,,翠景臺,,翠景台,,22.368833,114.096135,"Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6659,Accepted,Yuen_Long,Yuen Long Genuine Court,,錦安花園,,锦安花园,,22.437016,114.065470,"Clothes,Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6660,Accepted,Yuen_Long,Placid Groves,,芊逸居,,芊逸居,,22.438634,114.063640,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6661,Accepted,Yuen_Long,Full Silver Garden,,富銀花園,,富银花园,,22.425297,114.074316,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6662,Accepted,Yuen_Long,Galore Garden,,富安花園,,富安花园,,22.439172,113.991347,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6663,Accepted,Sha_Tin,Julimount Garden,"1-5 Hin Tai Street & 8-12 Fu Kin Street, Tai Wai",瑞峰花園,大圍顯泰街1-5號及富健街8-12號,瑞峰花园,大围显泰街1-5号及富健街8-12号,22.362171,114.177168,"Beverage Cartons,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6664,Accepted,Southern,Stanley Court,"9 Stanley Mound Road, Stanley",海灣園,赤柱赤柱崗道9號,海灣園,赤柱赤柱岗道9号,22.221416,114.211991,"Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6665,Accepted,Southern,Tai Tam Road  46,,大潭道46號,,大潭道46号,,22.231813,114.222670,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6666,Accepted,Southern,Twin Brook,,雙溪別墅,,双溪别墅,,22.244190,114.191680,"Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6667,Accepted,Southern,Villa Rosa,,玫瑰園,,玫瑰园,,22.233217,114.226648,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6668,Accepted,Southern,Sea Cliff Mansions,"19 Repulse Bay Road, Hong Kong",海峰園,香港淺水灣道19號,海峰园,香港浅水湾道19号,22.250882,114.193717,"Beverage Cartons,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries,Small Electrical and Electronic Equipment","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6669,Accepted,Southern,Horizon Lodge,,海天小築,,海天小筑,,22.221058,114.202696,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6670,Accepted,Southern,Park Place,,雅柏苑,,雅柏苑,,22.257688,114.194342,"Fluorescent Lamp,Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6671,Accepted,Southern,Pinecrest,,松苑,,松苑,,22.239139,114.189598,"Fluorescent Lamp,Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6672,Accepted,Southern,56 Repulse Bay Road,No. 56  Repulse Bay Road,淺水灣道56號,淺水灣道56號,浅水湾道56号,浅水湾道56号,22.237560,114.193321,"Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6673,Accepted,Southern,81 Repulse Bay Road,"81 Repulse Bay Road, Repulse Bay",淺水灣道81號,淺水灣淺水灣道81號,浅水湾道81号,浅水湾浅水湾道81号,22.237809,114.191496,"Beverage Cartons,Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6674,Accepted,Southern,Repulse Bay Towers,"119A Repulse Bay Road, Repulse Bay",保華大廈,淺水灣淺水灣道119A號,保华大厦,浅水湾浅水湾道119A号,22.238505,114.197299,"Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6675,Accepted,Central_Western,Sunshine Villa,,陽光花園,,阳光花园,,22.260143,114.149130,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6676,Accepted,Central_Western,6-16 Peel Rise,,貝璐道6-16號,,贝璐道6-16号,,22.264599,114.151689,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6677,Accepted,Wan_Chai,Village Garden,,慧莉苑,,慧莉苑,,22.267734,114.183922,"Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6678,Accepted,Tai_Po,Plover Cove Garden,,寶湖花園,,宝湖花园,,22.448970,114.168842,"Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries,Small Electrical and Electronic Equipment","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6679,Accepted,Kowloon_City,Jade Garden,,翠竹園,,翠竹园,,22.340675,114.178573,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6680,Accepted,Kowloon_City,Manhattan Court,,新餘邨,,新余邨,,22.342958,114.177782,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6681,Accepted,Wong_Tai_Sin,Tropicana Gardens,,豪苑,,豪苑,,22.342101,114.197301,"Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6682,Accepted,Sai_Kung,Central Heights,,將軍澳豪庭,,将军澳豪庭,,22.307226,114.257999,"Clothes,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6683,Accepted,Eastern,Full Wealth Gardens,,富雅花園,,富雅花园,,22.290438,114.203878,"Clothes,Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6684,Accepted,Southern,Las Pinadas,"33 Shouson Hill Road, Shouson Hill",朗松居,壽臣山壽山村道33號,朗松居,寿臣山寿山村道33号,22.248486,114.182372,"Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6685,Accepted,Wan_Chai,Fortuna Court,"1 Wong Nai Chung Road, Happy Valley",永光苑,跑馬地黃泥涌道1號,永光苑,跑马地黄泥涌道1号,22.269448,114.183829,"Fluorescent Lamp,Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6686,Accepted,Wan_Chai,Chester Court,,Chester Court,,Chester Court,,22.267560,114.181050,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6687,Accepted,Tuen_Mun,Palm Beach,"28 Castle Peak Road, Castle Peak Bay, So Kwun Wat",棕月灣,掃管笏青山公路青山灣段28號,棕月湾,扫管笏青山公路青山湾段28号,22.374177,113.989407,"Beverage Cartons,Clothes,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6688,Accepted,Sha_Tin,Wesley Villa,"81 Ma Ling Path, Kau To Shan",蔚麗山莊,九肚山馬鈴徑81號,蔚丽山庄,九肚山马铃径81号,22.409177,114.206457,"Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6690,Accepted,Kowloon_City,Scholars Lodge,,聚賢居,,聚贤居,,22.329967,114.179140,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6691,Accepted,Kowloon_City,Ka Young Building,,家瀼大廈,,家瀼大厦,,22.326766,114.182768,"Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6692,Accepted,Central_Western,Fairlane Tower,"2B Bowen Road, Mid-levels",寶雲山莊,中半山寶雲道2B號,宝云山庄,中半山宝云道2B号,22.274176,114.160554,"Beverage Cartons,Clothes,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6693,Accepted,Sha_Tin,Park View Garden,,翠景花園,,翠景花园,,22.378127,114.172471,"Clothes,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries,Small Electrical and Electronic Equipment","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6694,Accepted,Wan_Chai,The Colonnade,"152 Tai Hang Road, Tai Hang",嘉崙臺,大坑大坑道152號,嘉仑台,大坑大坑道152号,22.268315,114.189617,"Beverage Cartons,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastics,Rechargeable Batteries,Small Electrical and Electronic Equipment","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
6695,Accepted,Central_Western,Cragside Mansion,"23 Barker Road, The Peak",Cragside Mansion,山頂白加道23號,Cragside Mansion,山顶白加道23号,22.271046,114.157533,"Beverage Cartons,Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
